Pressure (mbar),Temperature (°C),Growth Time (min),Substrate,No. of Graphene Layers,H2,CH4,C2H4,Ar,C2H2,Substrate_dim_1,Substrate_dim_2,Substrate_dim_3,Substrate_dim_4
0.02664692820133139,0.2857142857142857,0.04973550971687119,SiO2/Si,0,0.05333175555292593,0.0018181818181818182,0.14999008321763752,0.00199990019999002,0.016666666666666666,0.34491000953197315,-0.43067473444242915,-0.7675635944504021,-0.3261939406426426
1.312607944633606e-05,0.5714285714285714,0.03306420286979876,Cu,0,0.0002650004416674028,0.002545454545454545,0.003988379864431751,5.99000059900006e-05,0.002666666666666667,0.6034923936088143,-0.6979967326079818,-0.37801736599667,-0.0755007492004219
0.000986923266715027,0.41071428571428575,0.04973550971687119,-,2,0.015998359997266662,0.03272727272727273,0.01998856653327622,0.002199900219990022,0.04,0.23429040647881774,0.12830189354792412,0.11132432807844457,0.957211326469704
0.6578948926720944,0.592857142857143,0.08307812341101607,SiO2/Si,1,0.13433189055315092,0.023636363636363636,0.1609902115524681,0.014799901479990149,0.06066666666666667,0.3450926035073739,-0.4310572743810821,-0.7671010077964872,-0.32658347331925497
0.01480384900073922,0.39285714285714285,0.03306420286979876,SiO2/Si,0,0.03999839999733333,0.02727272727272727,0.09998949987749856,0.00799990079999008,0.016666666666666666,0.3450926035073739,-0.4310572743810821,-0.7671010077964872,-0.32658347331925497
0.02664692820133139,0.5535714285714286,0.03306420286979876,SiO2/Si,0,0.0026650044416740696,0.0018181818181818182,0.026655310978628083,0.0011999001199900121,0.016666666666666666,0.3450926035073739,-0.4310572743810821,-0.7671010077964872,-0.32658347331925497
0.142116950407105,0.5357142857142858,0.04973550971687119,Cu,0,0.005331675552792589,0.0018181818181818182,0.0016550193085585997,0.001499900149990015,0.001,0.6034923936088143,-0.6979967326079818,-0.37801736599667,-0.0755007492004219
0.9997532691833211,0.5357142857142858,0.01639289602272633,SiO2/Si,2,1.0,0.045454545454545456,0.6666627777324068,0.049999904999990505,0.33333333333333337,0.3450926035073739,-0.4310572743810821,-0.7671010077964872,-0.32658347331925497
0.010856155933875166,0.5357142857142858,0.05473690177099293,PET,0,0.0066650111083518485,0.04181818181818182,0.06665577765073925,0.01199990119999012,0.016666666666666666,0.8375732041718637,-0.25669429208435135,-0.004960232247041962,0.48223911512925494
9.869232667061446e-05,0.5214285714285714,0.07474246998747985,SiO2/Si,1,0.013331688886148146,0.10909090909090909,0.09998949987749856,0.01399990139999014,0.016666666666666666,0.3450926035073739,-0.4310572743810821,-0.7671010077964872,-0.32658347331925497
1.9738465333333355e-05,0.5714285714285714,0.04973550971687119,SiO2/Si,2,0.00033166721944536575,0.0014545454545454547,0.0026550309753613794,0.0001199000119900012,0.001,0.3450926035073739,-0.4310572743810821,-0.7671010077964872,-0.32658347331925497
0.00690846286701111,0.892857142857143,0.04973550971687119,Cu,0,0.033331722219537036,0.00045454545454545455,0.21665752767115615,0.049999904999990505,0.0,0.6034953040915993,-0.6980001347323267,-0.3780191825629082,-0.07543691051144989
0.0917838638045883,0.34285714285714286,0.04973550971687119,Cu,0,0.00046500077500129163,0.509090909090909,0.0016550193085585997,1.0,0.001,0.6034923936088143,-0.6979967326079818,-0.37801736599667,-0.0755007492004219
0.0006578948926711085,0.15714285714285714,0.020560722734494438,Cu,0,0.0004983341638902731,0.00045454545454545455,0.004155048475565548,0.000199900019990002,0.0033333333333333335,0.6034923936088143,-0.6979967326079818,-0.37801736599667,-0.0755007492004219
0.010362694300517158,0.41071428571428575,0.0997494302580885,Co,2,0.033331722219537036,0.02727272727272727,0.09998949987749856,0.0099999009999901,0.05,0.734265025405376,0.02777843596112655,-0.09327392322725311,0.6718505832458528
9.869222797927472e-10,0.37500000000000006,0.07474246998747985,Al2O3,0,0.19999866666444444,0.2727272727272727,0.3999929999183323,0.023999902399990242,0.1,0.8910598492133455,-0.09999513030069916,0.4308212454450054,0.10201163418576695
9.869222797927472e-10,0.37500000000000006,0.024728549446262543,SiO2,2,0.19999866666444444,0.0,0.33332555546481374,0.014999901499990151,0.1,0.8313856904259809,0.029603036590893313,-0.4862988368521401,0.2672731472777788
0.017271157167529257,0.46428571428571425,0.001388719860361134,Co-Cu,2,0.033331722219537036,0.09090909090909091,0.049988916537359596,0.003499900349990035,0.016666666666666666,0.3653989185728214,-0.6106920310407981,-0.20591224046629059,0.6716688341401812
0.02960769800147943,0.5,0.06223898985217552,"Si(100), SiO2",2,0.0933318222197037,0.10909090909090909,0.1666569443310172,0.00699990069999007,0.05,0.2458701183792651,-0.1946719966344307,-0.9495468323606003,-0.0033928997156301806
3.2894736737231714e-05,0.1607142857142857,0.01639289602272633,Cu,0,0.005331675552792589,0.0009090909090909091,0.01998856653327622,0.000199900019990002,0.016666666666666666,0.6034923936088143,-0.6979967326079818,-0.37801736599667,-0.0755007492004219
3.2894736737231714e-05,0.14285714285714285,0.01639289602272633,Cu,1,0.0023316705527842547,0.0009090909090909091,0.0016550193085585997,9.9900009990001e-05,0.0006666666666666668,0.6034923936088143,-0.6979967326079818,-0.37801736599667,-0.0755007492004219
5.3293856401677824e-05,0.32142857142857145,0.7499303972939135,quartz and silica,0,0.03666506110843518,2.7272727272727273e-05,0.08332263876411891,0.001499900149990015,0.00075,-0.6514309365635329,0.6891170386787794,0.116273551526205,-0.2953572465778194
1.3126069578090318e-09,0.5057142857142858,0.008057242599190108,Cu,0,0.13333188888648148,0.18181818181818182,0.06665577765073925,0.000199900019990002,0.0,0.6034923936088143,-0.6979967326079818,-0.37801736599667,-0.0755007492004219
9.869222797927472e-10,0.2857142857142857,0.24979119188174043,Si,0,0.033331722219537036,0.0,0.09998949987749856,0.0022999002299900232,0.0017333333333333335,-0.3880844570070702,-0.27980149063234544,-0.6784604772853842,0.5574880813354971
9.869222797927472e-10,0.2857142857142857,0.24979119188174043,SiO2,2,0.033331722219537036,0.00909090909090909,0.033322055423979945,0.00399990039999004,0.0017333333333333335,0.8313856904259809,0.029603036590893313,-0.4862988368521401,0.2672731472777788
0.003421051073278069,0.25,0.03306420286979876,"Glass, Si/SiO2 wafers, Cu",2,0.013331688886148146,0.005454545454545455,0.049988916537359596,0.00199990019999002,0.04,-0.7569254395249395,0.113974001916969,0.6017586837222468,0.227948003833938
0.0005921053047115723,0.37500000000000006,0.028896376158030652,SiO2/Si,2,0.013331688886148146,0.0036363636363636364,0.033322055423979945,0.0099999009999901,0.04166666666666667,0.3450926035073739,-0.4310572743810821,-0.7671010077964872,-0.32658347331925497
9.869232666173215e-06,0.2857142857142857,0.024728549446262543,Cu,2,0.0013316688861148103,0.01818181818181818,0.01665519431060029,0.00099990009999001,0.006666666666666667,0.6034923936088143,-0.6979967326079818,-0.37801736599667,-0.0755007492004219
0.001164473723167038,0.48214285714285715,0.12475639052869715,quartz,2,0.0066650111083518485,0.00018181818181818183,0.08332263876411891,0.00499990049999005,0.05,-0.4935763739640199,0.7822979604332233,-0.3004079163262905,-0.2326958271543464
0.0005263153219827294,0.3035714285714286,0.14976335079930583,Ge,0,0.03999839999733333,0.07272727272727272,0.1666569443310172,0.0399999039999904,0.08333333333333334,0.2525439583921819,0.09209701941366544,0.17869570886233593,0.9464710939743032
5.394736737231686e-06,0.42857142857142855,0.03306420286979876,"Si plane, textured Si wafers",2,0.00033166721944536575,0.001090909090909091,0.0006550076417558205,2.9900002990000298e-05,0.0003333333333333334,-0.14542358001152356,-0.6015991186789252,0.02933723998496,-0.7849011460887525
0.29607698001480315,1.0,0.008057242599190108,Ni,2,0.009998349997249996,0.005454545454545455,0.1666569443310172,0.002499900249990025,0.1,0.4117332085681203,-0.21232368441843122,-0.5626514117087106,0.684702714248584
5.9215386133728166e-09,0.46428571428571425,0.014725765338019082,glass,2,0.033331722219537036,0.00909090909090909,0.039988799869331806,0.00199990019999002,0.0033333333333333335,-0.4845400309389136,0.3399099476737634,-0.4997642412826134,-0.6323906142767695
0.0002631581544525046,0.07142857142857142,0.0,Cu/SiO2/Si,1,0.0066650111083518485,0.0,0.041655485980669774,0.0021499002149900216,0.016666666666666666,-0.22460501479460668,-0.7743288820543348,0.5364283875678612,-0.24942324421942522
0.0013157858376501373,0.46428571428571425,0.04980469564028654,Cu,0,0.06666511110851851,0.0018181818181818182,0.1666569443310172,0.0099999009999901,0.08333333333333334,0.6037245958991585,-0.6983457952564375,-0.37719929743784747,-0.07450135949394432
0.0013157858376501373,0.46428571428571425,0.04980469564028654,Fe2O3 film,2,0.06666511110851851,0.0018181818181818182,0.1666569443310172,0.0099999009999901,0.08333333333333334,0.7224735416095939,0.18840977477269735,-0.42144292593892757,-0.5147034084016031
1.1349617566247235e-05,0.1607142857142857,0.025562114788616166,Cu,2,1.5000025000041668e-05,2.7272727272727273e-05,0.0003216704194882274,7.400000740000074e-06,5e-05,0.6034953040915993,-0.6980001347323267,-0.3780191825629082,-0.07543691051144989
0.0008848684204283256,0.46428571428571425,0.00395860181083735,Cu,0,0.008331680552800922,0.00909090909090909,0.08332263876411891,0.00499990049999005,0.05,0.6034923936088143,-0.6979967326079818,-0.37801736599667,-0.0755007492004219
0.0986923266716004,0.46428571428571425,0.001388719860361134,Cu,0,0.0033316722194536995,0.00909090909090909,0.033322055423979945,0.017999901799990184,0.05,0.6034923936088143,-0.6979967326079818,-0.37801736599667,-0.0755007492004219
5.42807698001481e-09,0.5,0.04973550971687119,Polycrystalline Cu/Ni film,2,2.833338055563426e-05,3.9999999999999996e-05,8.833436390091216e-05,1.100000110000011e-06,5e-05,-0.13807999003074864,-0.6307916001404691,-0.7359235001638805,-0.2035988100453388
0.19738465334320177,0.625,0.04973550971687119,Single-crystal Cu/Ni(111) film (500 nm),1,0.00033166721944536575,3.6363636363636364e-05,0.0026550309753613794,0.000199900019990002,0.001,-0.3238051188532286,-0.2993955312011836,-0.6869248339247914,-0.5776217044386449
0.05263153219837064,0.625,0.008057242599190108,Large-area single-crystal Cu/Ni(111) foil,1,0.0066650111083518485,0.0018181818181818182,0.0016550193085585997,0.019999901999990202,0.0003333333333333334,-0.15369896054615115,-0.8645694468213133,0.42408195391519976,-0.2214741463773763
5.263153219738471e-05,0.5714285714285714,0.19977727134052312,Cu foil (200/0-300 nm),2,0.00033166721944536575,0.09090909090909091,0.0009883448640234135,1.99000019900002e-05,0.0003333333333333334,-0.4660706982296238,-0.04353378283463631,-0.8089961369270167,-0.3555392586494791
0.4934616333580059,0.5714285714285714,0.07474246998747985,P/Cu foil,2,0.0066650111083518485,0.08181818181818182,0.049988916537359596,0.000499900049990005,0.04,-0.07515210208456673,-0.8768759643227588,-0.036149834002722994,0.4734278131319263
0.00019738465334221585,0.6321428571428571,0.01639289602272633,Cu/Ni(111) film (385/115 nm),1,0.00033166721944536575,0.0005454545454545455,0.0026550309753613794,0.0001199000119900012,0.001,-0.3803052428501792,0.3574556120781103,-0.5458867184450313,-0.6554396221467275
0.00019738465334221585,0.6321428571428571,1.0,Cu/Ni(111) film (385/115 nm),1,0.00033166721944536575,0.00027272727272727274,0.0026550309753613794,2.9900002990000298e-05,0.0006666666666666668,-0.3803052428501792,0.3574556120781103,-0.5458867184450313,-0.6554396221467275
6.90846188008883e-09,0.4428571428571429,0.07474246998747985,Ni(111) film (500 nm),1,0.00033166721944536575,0.0005454545454545455,0.0009883448640234135,1.99000019900002e-05,0.0003333333333333334,-0.40378108757955683,0.39908336795674676,-0.49393276034108713,-0.6585770471214468
6.90846188008883e-09,0.41785714285714287,0.07474246998747985,Ni(111) film (500 nm),1,0.00033166721944536575,0.00027272727272727274,0.0009883448640234135,1.99000019900002e-05,0.0003333333333333334,-0.40378108757955683,0.39908336795674676,-0.49393276034108713,-0.6585770471214468
0.00013157858376412548,0.5714285714285714,0.01639289602272633,Cu foil,1,0.0066650111083518485,0.05454545454545454,0.049988916537359596,0.000499900049990005,0.1,0.8048765882397105,0.006419607906201214,-0.5673413917104074,-0.1739431274584656
0.00013157858376412548,0.5714285714285714,0.01639289602272633,Cu,1,0.06666511110851851,0.05454545454545454,0.1666569443310172,0.024999902499990255,0.05,0.6034923936088143,-0.6979967326079818,-0.37801736599667,-0.0755007492004219
0.19738465334320177,0.40571428571428575,0.04973550971687119,Cu,1,6.50001083335139e-05,0.7272727272727273,0.0016550193085585997,0.00014990001499000152,0.001,0.6034923936088143,-0.6979967326079818,-0.37801736599667,-0.0755007492004219
0.026315815445348167,0.6071428571428572,0.04973550971687119,Cu (111) foil(0.02mm),1,0.16666527777546297,0.03636363636363636,0.49999416659861023,0.0099999009999901,0.16666666666666669,-0.29796738055539823,-0.8268782792918961,0.47669761688685913,-0.01572047755689284
0.44411547002220525,0.32142857142857145,0.04973550971687119,Fe Film,2,0.033331722219537036,0.0,0.09998949987749856,0.00199990019999002,0.08333333333333334,0.1852624366356304,0.5680681896838703,-0.7998298854750732,-0.056995751964956
0.5921539600296073,0.39285714285714285,0.024728549446262543,Ni foil,2,0.0033316722194536995,0.0009090909090909091,0.033322055423979945,0.001499900149990015,0.01,0.3419594345511611,-0.015682215667314373,-0.9391904899647173,-0.027185231156794165
0.02368615840118335,0.25,0.04139985629333498,Ni,0,0.009998349997249996,0.02727272727272727,0.06665577765073925,0.002499900249990025,0.016666666666666666,0.4117332085681203,-0.21232368441843122,-0.5626514117087106,0.684702714248584
0.19738465334320177,0.39285714285714285,0.024728549446262543,Cu foil,0,0.02666504444174074,0.0,0.06665577765073925,0.00299990029999003,0.03333333333333333,0.8048765882397105,0.006419607906201214,-0.5673413917104074,-0.1739431274584656
0.29607698001480315,0.32142857142857145,0.04973550971687119,Cu foil,0,0.0066650111083518485,0.00909090909090909,0.049988916537359596,0.001499900149990015,0.016666666666666666,0.8048765882397105,0.006419607906201214,-0.5673413917104074,-0.1739431274584656
0.5921539600296073,0.14285714285714285,0.04139985629333498,Cu foil,2,0.016665027775046293,0.01818181818181818,0.13332322210425787,0.001499900149990015,0.06666666666666667,0.8048765882397105,0.006419607906201214,-0.5673413917104074,-0.1739431274584656
0.4934616333580059,0.20714285714285713,0.07474246998747985,"Stainless steel, Cu, Ni, CuNi",2,0.005331675552792589,0.0009090909090909091,0.039988799869331806,0.001499900149990015,0.016666666666666666,-0.41269850564397254,-0.6513598089078512,-0.4692179364169196,-0.4304008258860655
0.34542314335060387,0.07142857142857142,0.04973550971687119,Cu foil,0,0.0016650027750046252,0.0009090909090909091,0.01665519431060029,0.000499900049990005,0.0033333333333333335,0.8048765882397105,0.006419607906201214,-0.5673413917104074,-0.1739431274584656
0.7500616827041695,0.0,0.04973550971687119,Cu foil,0,0.0066650111083518485,0.045454545454545456,0.049988916537359596,0.001299900129990013,0.016666666666666666,0.8048765882397105,0.006419607906201214,-0.5673413917104074,-0.1739431274584656
0.19738465334320177,0.1785714285714286,0.04139985629333498,Cu foil,0,0.0033316722194536995,0.0009090909090909091,0.033322055423979945,0.001499900149990015,0.025,0.8048765882397105,0.006419607906201214,-0.5673413917104074,-0.1739431274584656
0.0986923266716004,0.1785714285714286,0.04973550971687119,Cu foil,0,0.0033316722194536995,0.0009090909090909091,0.06665577765073925,0.00099990009999001,0.05,0.8048765882397105,0.006419607906201214,-0.5673413917104074,-0.1739431274584656
0.5921539600296073,0.2142857142857143,0.04973550971687119,Cu foil,0,0.0066650111083518485,0.0,0.06665577765073925,0.001499900149990015,0.08333333333333334,0.8048765882397105,0.006419607906201214,-0.5673413917104074,-0.1739431274584656
0.39476930668640453,0.42857142857142855,0.04973550971687119,Cu film,2,0.0033316722194536995,0.0009090909090909091,0.033322055423979945,0.00199990019999002,0.02666666666666667,0.34138143877893173,0.55316629561389,-0.7374170541604321,-0.18352615859158494
0.02467308166789936,0.07142857142857142,0.07474246998747985,Cu foil,0,0.016665027775046293,0.0009090909090909091,0.05998903320538739,0.0008939000893900092,0.05,0.8048765882397105,0.006419607906201214,-0.5673413917104074,-0.1739431274584656
0.0986923266716004,0.39285714285714285,0.04973550971687119,Cu foil,2,0.033331722219537036,0.02727272727272727,0.06665577765073925,0.0044999004499900455,0.03333333333333333,0.8048765882397105,0.006419607906201214,-0.5673413917104074,-0.1739431274584656
0.29607698001480315,0.04642857142857143,0.04139985629333498,Cu foil,2,0.009998349997249996,0.0009090909090909091,0.09998949987749856,0.00399990039999004,0.016666666666666666,0.8048765882397105,0.006419607906201214,-0.5673413917104074,-0.1739431274584656
0.29607698001480315,0.23214285714285715,0.04973550971687119,AuNi film,2,0.0033316722194536995,0.0,0.033322055423979945,0.001499900149990015,0.006666666666666667,0.18171642486348943,-0.12775967638866476,-0.8265099766373499,-0.5172406253793517
0.44411547002220525,0.10535714285714287,0.04973550971687119,MgO,2,0.007998346663911107,0.0018181818181818182,0.01665519431060029,0.0006999000699900071,0.01,0.6166303603451949,0.3151026197361048,-0.4165031332151518,0.5890691621176245
0.4934616333580059,0.2857142857142857,0.04973550971687119,Cu foil,0,0.0066650111083518485,0.00909090909090909,0.049988916537359596,0.00199990019999002,0.016666666666666666,0.8048765882397105,0.006419607906201214,-0.5673413917104074,-0.1739431274584656
0.19738465334320177,0.3392857142857143,0.024728549446262543,"CuNi, AuNi film",2,0.013331688886148146,0.02727272727272727,0.041655485980669774,0.002499900249990025,0.016666666666666666,0.10961151807613621,-0.3849117732441605,-0.6916634278601607,-0.6011904394481116
0.14803849000740107,0.07142857142857142,0.024728549446262543,Cu film,2,0.0033316722194536995,0.02727272727272727,0.06665577765073925,0.00099990009999001,0.05,0.34138143877893173,0.55316629561389,-0.7374170541604321,-0.18352615859158494
0.02812731310140541,0.23214285714285715,0.04973550971687119,"Sapphire, SiO2, HOPG",0,0.013331688886148146,0.0009090909090909091,0.11665636099087821,0.001499900149990015,0.04,0.1954982178287623,0.4376825727509607,0.8659167960901523,0.142837371107297
0.03404885270170149,0.24464285714285716,0.04139985629333498,"Sapphire, SiO2, HOPG, h-BN",0,0.005665009441682404,0.0009090909090909091,0.07332252209609111,0.001499900149990015,0.04,0.24194288052970775,-0.05003664310954981,0.9636938621099035,-0.10126261422170353
0.01973846533431929,0.2857142857142857,0.024728549446262543,Ni foil,0,0.015998359997266662,0.01090909090909091,0.039988799869331806,0.0011999001199900121,0.02666666666666667,0.3414586941743398,-0.01522227724029124,-0.9393384839738541,-0.02859116951220326
0.5921539600296073,0.05714285714285716,0.07474246998747985,Cu foil,2,0.013331688886148146,0.01818181818181818,0.06665577765073925,0.00399990039999004,0.05,0.8049881916719688,0.005869705639274771,-0.5672358941316428,-0.17379009820204894
0.34542314335060387,0.35714285714285715,0.07474246998747985,Ni foil,2,0.013331688886148146,0.00909090909090909,0.06665577765073925,0.00399990039999004,0.05,0.3419594345511611,-0.015682215667314373,-0.9391904899647173,-0.027185231156794165
0.06415001233653991,0.14285714285714285,0.04973550971687119,Cu interconnects,2,0.0066650111083518485,0.02727272727272727,0.09998949987749856,0.00199990019999002,0.05,-0.7063742980994034,-0.3966482589327637,0.5733726984572624,0.1222671596710235
1.0000000000000002,0.5714285714285714,0.03306420286979876,Polycrystalline Ni foils,2,0.06666511110851851,0.02727272727272727,0.1666569443310172,0.019999901999990202,0.03333333333333333,0.188183366173345,-0.7494111547609382,0.07943805838464978,-0.6298091271930113
1.0000000000000002,0.5357142857142858,0.012225069310958216,Evaporated Ni film on SiO2/Si,2,1.0,0.02727272727272727,0.1666569443310172,0.0599999059999906,0.33333333333333337,0.05130865252110952,-0.012782187631573726,-0.8100002766530275,-0.5840407431659526
1.0000000000000002,0.42857142857142855,0.013058634653311838,Evaporated Ni film on SiO2/Si,2,0.3999989999983333,0.18181818181818182,0.8333313888662033,0.019999901999990202,0.5,0.05130865252110952,-0.012782187631573726,-0.8100002766530275,-0.5840407431659526
1.0000000000000002,0.5714285714285714,0.011391503968604595,Evaporated Ni film on SiO2/Si,2,0.04333173888623148,1.0,0.09998949987749856,0.019999901999990202,0.016666666666666666,0.05130865252110952,-0.012782187631573726,-0.8100002766530275,-0.5840407431659526
1.993584997779425e-06,0.6428571428571428,0.08307812341101607,Polycrystalline Ni films on SiO2/Si,2,1.6666694444490742e-06,2.7272727272727272e-06,2.166691944739355e-05,1.400000140000014e-06,1.5e-05,0.41786064916011895,-0.28430202262481374,-0.6385489834351595,-0.5803619849446104
0.0006578948926711085,0.5714285714285714,0.07474246998747985,Cu,0,0.0013316688861148103,0.06363636363636363,0.013321822087924358,0.0007999000799900081,0.0033333333333333335,0.6034923936088143,-0.6979967326079818,-0.37801736599667,-0.0755007492004219
0.00013157858376412548,0.5964285714285715,0.10808508368162471,Cu,0,0.00016500027500045833,0.00027272727272727274,0.0024883623642275826,5.99000059900006e-05,0.0005,0.6034923936088143,-0.6979967326079818,-0.37801736599667,-0.0755007492004219
0.0986923266716004,0.5,0.024728549446262543,Ni (1 1 1),0,0.3999989999983333,0.14545454545454545,0.8333313888662033,0.014999901499990151,0.33333333333333337,-0.7271395111719808,-0.3794759401741273,0.570350035231773,0.04435064185161689
1.3157897843572677e-06,0.26785714285714285,0.04973550971687119,Ni (1 1 1),0,0.00013166688611147685,9.090909090909092e-05,0.0003216704194882274,4.9900004990000505e-05,0.0001,-0.7259593138798975,-0.3811774072878786,0.5706287109100715,0.04549431886982352
0.11843079200592067,0.6071428571428572,0.07474246998747985,Pt (1 1 1),0,0.5293325488875815,0.01090909090909091,0.13332322210425787,0.034999903499990354,0.08333333333333334,-0.5231520986588458,-0.45119013884332765,0.6373774383660173,0.34130534912502863
0.18258080434246157,0.6000000000000001,0.07474246998747985,Pt (1 1 1),0,0.4666657777762963,0.007272727272727273,0.9999999999999998,0.09999990999999102,0.5,-0.5236362052456804,-0.4512136045201656,0.6369536563808715,0.34132308341930484
0.4934616333580059,0.5107142857142857,0.04139985629333498,Ge (semi-metal),0,0.033331722219537036,0.00018181818181818183,0.21665752767115615,0.011599901159990118,0.1,0.5712576011982939,0.5120799010741603,-0.5629310611808278,0.30748585064499523
0.13157858376511142,0.5107142857142857,0.06974107793335811,Ge (1 1 0) (semi-metal),0,0.00033166721944536575,0.00018181818181818183,0.0006550076417558205,2.9900002990000298e-05,0.0003333333333333334,-0.30437259435189506,0.31306144419066,0.5587185896321111,0.7051123269155486
4.924747100912909e-13,0.46214285714285713,0.07474246998747985,Ir (1 1 1),0,0.00033166721944536575,0.00036363636363636367,0.0009883448640234135,1.99000019900002e-05,0.0003333333333333334,-0.5192953854331892,0.25273399291053156,0.7808635780959117,0.23813841331995372
